,district,return_item,total_returns,0-30,30-75,75-150,150-500,500-inf,state,state_fips
337,4,Tax. Soc. Sec. Ret.,40440,9403,19134,9520,2139,216,AL,01
338,4,Tax. Soc. Sec. Amt.,492640970,22461731,205274047,203752868,54587984,6315959,AL,01
339,4,Student Interest Ded. Ret.,13120,2516,5959,4428,156,0,AL,01
340,4,Student Interest Ded. Amt.,13189340,2120101,6016096,4948813,33851,0,AL,01
341,4,S.E. Health Ded. Ret.,5867,1717,1515,1093,1007,320,AL,01
342,4,S.E. Health Ded. Amt.,38236897,6953038,8025510,7998937,10295164,3828196,AL,01
343,4,Keogh Pay. Ret.,624,24,67,150,291,83,AL,01
344,4,Keogh Pay. Amt.,13222448,122422,777189,1531320,7325566,3393318,AL,01
345,4,Alimony Paid Ret.,536,250,207,62,0,0,AL,01
346,4,Alimony Paid Amt.,9741773,2106275,3572874,2654865,0,0,AL,01
347,4,Adjustments Ret.,57689,22315,17676,12800,3564,646,AL,01
348,4,Adjustments Amt.,157457621,27459506,35272247,34697156,34675342,22740418,AL,01
349,4,Total Itemized Ded. Ret.,55514,7302,19100,20081,7513,931,AL,01
350,4,Total Itemized Ded. Amt.,1205422737,109396399,314231223,416803938,248217255,99360074,AL,01
351,4,Child Tax Credit Ret.,48217,8529,25879,13607,157,0,AL,01
352,4,Child Tax Credit Amt.,56560052,3513047,31811393,21096750,120000,0,AL,01
353,4,Child Care Cred. Ret.,9893,1251,4197,3775,631,32,AL,01
354,4,Child Care Cred. Amt.,4974778,490924,2087983,2036438,334165,21397,AL,01
355,4,Ed Credit Ret.,15409,3446,6416,5062,451,0,AL,01
356,4,Ed. Credit Amt.,16330197,1972628,7120584,6708081,518554,0,AL,01
357,4,For. Tax Credit Ret.,5721,414,1533,1947,1452,375,AL,01
358,4,For. Tax Credit Amt.,3893938,19266,94323,314582,1389335,2076432,AL,01
359,4,Gen. Bus. Cred. Ret.,346,0,42,65,132,93,AL,01
360,4,Gen. Bus. Cred. Amt.,4289821,0,80774,235938,609830,3357856,AL,01
361,4,Total Stat. Credit Ret.,81783,20273,38698,19384,2918,494,AL,01
362,4,Total Stat. Credit Amt.,93571358,7579732,44572647,31562930,3558195,6288301,AL,01
363,4,S.E. Tax  Ret.,34850,18087,8614,5182,2091,428,AL,01
364,4,S.E. Tax  Amt.,80706719,25754502,19336978,15895443,13860992,4954867,AL,01
365,4,Add. Tax Retir. Plan,10099,2446,3995,2960,628,0,AL,01
366,4,Tax Retir. Plan Amt.,10156520,788942,2732766,4243518,2185382,0,AL,01
367,4,Hlth. 12 mnth. Cvg. Count,214239,87098,76195,38590,8573,983,AL,01
368,4,Hlth. Shrd. Resp. Pay. Ret.,10335,5613,4300,364,50,0,AL,01
369,4,Hlth. Shrd. Resp. Pay. Amt.,4258199,1670794,2047562,394069,95471,0,AL,01
370,4,Income Tax Ret.,191952,59116,83195,39677,8771,999,AL,01
371,4,Income Tax Amt.,1432822770,44963166,296731003,441132768,341835223,307955328,AL,01
372,4,Total Tax Ret.,190333,65024,75291,39569,8768,999,AL,01
373,4,Total Tax Amt.,1447965662,65969345,276796740,430567159,357815752,315455268,AL,01
374,4,Withholding Ret.,239378,108695,81900,38758,8219,884,AL,01
375,4,Withholding Amt.,1342509905,131437450,393348484,461484614,253785207,99224806,AL,01
376,4,Alt. Min. Ret.,1915,0,36,225,1442,190,AL,01
377,4,Alt. Min. Tax Amt.,8575898,0,88439,592950,4880685,2821383,AL,01
378,4,Est. Tax Pay. Ret.,12146,1940,3538,3497,2348,635,AL,01
379,4,Est. Tax Pay. Amt.,286189116,4293281,14602144,29313985,79135823,155482073,AL,01
380,4,EITC Ret.,67982,53940,13711,0,0,0,AL,01
381,4,EITC Amt.,180860273,156868649,23599381,0,0,0,AL,01
382,4,Total Payments Ret.,256200,121798,83613,39455,8669,990,AL,01
383,4,Total Payments Amt.,2187876543,595726568,455273733,496854874,342084561,290217124,AL,01
384,4,Refund Ret.,220728,115472,70446,28459,4418,438,AL,01
385,4,Refund Amt.,-677546180,-294151504,-203404676,-104104380,-36624492,-32321931,AL,01
386,4,Balance Due Ret.,40631,9820,14174,11268,4351,556,AL,01
387,4,Balance Due Amt.,182505941,8105949,25418600,38156723,52696287,57519283,AL,01
388,4,Med./Dent. Exp. Ret.,17054,5491,7604,3140,332,0,AL,01
389,4,Med./Dent. Exp. Amt.,143198684,48969934,57406819,26457633,5148682,0,AL,01
390,4,State and Loc. Tax Ret.,55523,7307,19103,20081,7513,931,AL,01
391,4,State and Loc. Tax Amt.,225162518,6572538,38161637,81082092,63797422,33963342,AL,01
392,4,Real Estate Tax Ret.,44838,3958,14352,18211,7051,874,AL,01
393,4,Real Estate Tax Amt.,47159383,2771736,9592492,16434834,12408492,4877273,AL,01
394,4,Taxes Paid Ret.,55213,7159,19008,20074,7511,930,AL,01
395,4,Taxes Paid Amt.,286535029,10658803,51939674,102979710,78748712,39372436,AL,01
396,4,Interest Paid Ret.,38870,3279,12453,16354,5895,562,AL,01
397,4,Interest Paid Amt.,257855324,16433646,65719043,107757777,55761138,9203366,AL,01
398,4,Total Interest Paid Ret.,40053,3422,12816,16655,6119,672,AL,01
399,4,Total Interest Paid Amt.,279432531,17731121,71225963,113766581,59756653,12833897,AL,01
400,4,Contribution Ret.,47685,5534,15851,18308,7093,633,AL,01
401,4,Contribution Amt.,324788534,16651205,65657586,110090384,80484300,23870743,AL,01
402,4,Prem. Tax Credit Ret.,11631,8319,2609,0,0,0,AL,01
403,4,Prem. Tax Credit Ret.,44365216,32035416,8839313,0,0,0,AL,01
404,4,Adv. Prem. Tax Credit Ret.,12490,8456,3060,285,15,0,AL,01
405,4,Adv. Prem. Tax Credit Amt.,46464033,31515172,10869428,846163,39251,0,AL,01
406,4,F 8888 - Refund Alloc. Ret.,15,0,0,0,0,0,AL,01
407,4,F 8888 - Refund Alloc. Amt.,5800,0,0,0,0,0,AL,01
408,5,Return Count,306800,132252,88182,59697,21868,1523,AL,01
409,5,Form 1040EZ,34697,27649,6115,886,0,0,AL,01
410,5,Form 1040A,59443,35592,18784,4486,0,0,AL,01
411,5,Form 1040,212210,68793,63199,54267,21829,1520,AL,01
412,5,Joint Returns,128416,20076,38817,46975,20022,1357,AL,01
413,5,Single Returns,125814,79777,33582,9084,1362,125,AL,01
414,5,Paid Preparer Returns,171948,71522,51985,32616,12220,1401,AL,01
415,5,Returns with Exemptions,284322,112155,88003,59688,21403,0,AL,01
416,5,Total Exemption Amt.,2441687600,816624000,742831800,624600000,237871850,0,AL,01
417,5,Wages Ret.,253559,106850,73505,51336,19804,1347,AL,01
418,5,Wages Amt.,13496900328,1523512689,3297641707,4720643340,3299256462,635743677,AL,01
419,5,Taxable Interest Ret.,89685,17660,24729,29836,15031,1448,AL,01
420,5,Taxable Interest Amt.,128253727,11542695,19549289,29418786,30045970,34255930,AL,01
421,5,Tax Exempt Interest Ret.,9436,982,1992,3254,2568,532,AL,01
422,5,Tax Exempt Interest Amt.,68821566,3213408,10014668,18996618,19836471,15820102,AL,01
423,5,Taxable Dividends Ret.,49804,8374,11742,17089,10804,1190,AL,01
424,5,Taxable Dividend Amt.,252189340,13314422,29954199,64208749,83275899,58492612,AL,01
425,5,State Refund Ret.,55904,2562,13767,24767,13805,903,AL,01
426,5,State Refund Amt.,59326978,1271448,8360774,21360770,20665149,7408221,AL,01
427,5,Schedule C Prof./Loss Ret.,47506,19201,12117,10230,4406,446,AL,01
428,5,Schedule C Prof./Loss Amt.,457836354,120404536,71503405,89499029,141652515,43841187,AL,01
429,5,Capital Gain/Loss Ret.,42850,6831,9706,14305,9907,1230,AL,01
430,5,Capital Gain/Loss Amt.,602741670,8666083,26038532,70105411,155760244,337131471,AL,01
431,5,Taxable IRA Dist. Ret.,29882,7159,9191,9206,3812,245,AL,01
432,5,Taxable IRA Dist. Amt.,469606107,46047328,101852184,167920629,135157643,15047680,AL,01
433,5,Taxable Pension Ret.,73578,18675,24147,21056,8945,297,AL,01
434,5,Taxable Pension Amt.,2098785848,207399385,585262535,800877983,476792976,21537941,AL,01
435,5,Farm Prof./Loss Ret.,6645,1290,2060,2014,852,119,AL,01
436,5,Farm Prof./Loss Amt.,-59969211,-7845239,-14515289,-16351246,-9406271,-4998404,AL,01
437,5,Unemployment Comp. Ret.,9271,4397,3006,1522,320,0,AL,01
438,5,Unemployment Comp. Amt.,27491191,11886931,8907352,5455361,1154646,0,AL,01
439,5,Tax. Soc. Sec. Ret.,46629,8694,19543,13865,4219,291,AL,01
440,5,Tax. Soc. Sec. Amt.,640034219,20958827,218190071,289027634,102726167,8948754,AL,01
441,5,Student Interest Ded. Ret.,21640,4171,9302,7605,460,0,AL,01
442,5,Student Interest Ded. Amt.,22653095,3587369,10055252,8801588,97828,0,AL,01
443,5,S.E. Health Ded. Ret.,6566,1612,1591,1306,1386,506,AL,01
444,5,S.E. Health Ded. Amt.,45062999,5957993,8507972,9291683,13986870,6485937,AL,01
445,5,Keogh Pay. Ret.,897,27,87,226,439,108,AL,01
446,5,Keogh Pay. Amt.,18195451,145857,694823,2667797,10327068,4240048,AL,01
447,5,Alimony Paid Ret.,1051,429,468,117,31,0,AL,01
448,5,Alimony Paid Amt.,17879880,3769714,8321903,3707910,1892924,0,AL,01
449,5,Adjustments Ret.,69745,21768,20967,18957,6494,897,AL,01
450,5,Adjustments Amt.,210613236,28665426,44099171,56487974,52784223,26179215,AL,01
451,5,Total Itemized Ded. Ret.,87245,8519,24428,33659,18625,1436,AL,01
452,5,Total Itemized Ded. Amt.,1921172833,129861851,395307467,683340075,542870872,155295870,AL,01
453,5,Child Tax Credit Ret.,48015,7026,22967,17652,337,0,AL,01
454,5,Child Tax Credit Amt.,58772119,2905262,28335986,27231922,287411,0,AL,01
455,5,Child Care Cred. Ret.,14193,1788,5159,5310,1886,0,AL,01
456,5,Child Care Cred. Amt.,7323221,705190,2719384,2852080,1015050,0,AL,01
457,5,Ed Credit Ret.,22936,5897,8415,7146,1419,0,AL,01
458,5,Ed. Credit Amt.,25032385,3624567,9647946,10093859,1648358,0,AL,01
459,5,For. Tax Credit Ret.,12692,695,2588,4724,3963,722,AL,01
460,5,For. Tax Credit Amt.,4998013,25259,196402,575568,1749305,2451479,AL,01
461,5,Gen. Bus. Cred. Ret.,445,12,66,71,175,112,AL,01
462,5,Gen. Bus. Cred. Amt.,4878481,4312,102082,161121,735734,3867730,AL,01
463,5,Total Stat. Credit Ret.,96215,22205,37249,27846,8038,862,AL,01
464,5,Total Stat. Credit Amt.,109417750,8890961,44121276,42595496,6757921,7041986,AL,01
465,5,S.E. Tax  Ret.,34369,15399,7952,6757,3364,524,AL,01
466,5,S.E. Tax  Amt.,84098800,21447775,18498295,19830250,19288738,4228296,AL,01
467,5,Add. Tax Retir. Plan,12546,2615,4385,3879,1587,0,AL,01
468,5,Tax Retir. Plan Amt.,13747380,820555,3140541,5019685,4427905,0,AL,01
469,5,Hlth. 12 mnth. Cvg. Count,246799,85135,79136,57341,21298,1506,AL,01
470,5,Hlth. Shrd. Resp. Pay. Ret.,9791,5311,3915,485,75,0,AL,01
471,5,Hlth. Shrd. Resp. Pay. Amt.,4175322,1559713,1895335,538057,168644,0,AL,01
472,5,Income Tax Ret.,232694,63022,86619,59545,21855,1522,AL,01
473,5,Income Tax Amt.,2407618345,50094044,340755574,728426169,803570146,484654387,AL,01
474,5,Total Tax Ret.,228546,65516,79690,59399,21857,1523,AL,01
475,5,Total Tax Amt.,2425185417,65425885,320960315,712111198,826554755,498972955,AL,01
476,5,Withholding Ret.,277327,110512,84805,58532,21190,1379,AL,01
477,5,Withholding Amt.,2177098363,128456976,421591861,750066023,677384470,196487768,AL,01
478,5,Alt. Min. Ret.,3247,0,33,241,2640,314,AL,01
479,5,Alt. Min. Tax Amt.,13268410,0,32414,416169,8015560,4642995,AL,01
480,5,Est. Tax Pay. Ret.,16496,1841,4289,5213,4067,917,AL,01
481,5,Est. Tax Pay. Amt.,395090414,4485181,18272276,42409238,107605659,220740148,AL,01
482,5,EITC Ret.,61463,49780,11386,0,0,0,AL,01
483,5,EITC Amt.,155328277,136274465,18730205,0,0,0,AL,01
484,5,Total Payments Ret.,294469,123273,86871,59386,21763,1512,AL,01
485,5,Total Payments Amt.,2885833660,325611618,481675557,801744508,801967564,468910959,AL,01
486,5,Refund Ret.,241771,116029,70851,41718,10946,703,AL,01
487,5,Refund Amt.,-718398501,-267536299,-189229744,-142693374,-66232800,-47611746,AL,01
488,5,Balance Due Ret.,57660,10625,17089,17909,10878,812,AL,01
489,5,Balance Due Amt.,260727359,8355120,29243929,53322344,91346769,78086341,AL,01
490,5,Med./Dent. Exp. Ret.,21150,6053,8741,5079,811,0,AL,01
491,5,Med./Dent. Exp. Amt.,197225251,57014824,73756591,49142724,12144395,0,AL,01
492,5,State and Loc. Tax Ret.,87253,8522,24430,33659,18625,1436,AL,01
493,5,State and Loc. Tax Amt.,384470451,7512479,45610551,129435629,142440351,58269475,AL,01
494,5,Real Estate Tax Ret.,74976,4679,19282,31320,17920,1375,AL,01
495,5,Real Estate Tax Amt.,101781371,3923862,16101370,37242544,35430758,7996299,AL,01
496,5,Taxes Paid Ret.,86880,8327,24330,33635,18622,1436,AL,01
497,5,Taxes Paid Amt.,514151368,12813327,70340004,176284438,185145693,67135713,AL,01
498,5,Interest Paid Ret.,66371,4161,17257,28169,15525,894,AL,01
499,5,Interest Paid Amt.,490911836,24615305,99519975,202451534,146063797,14473853,AL,01
500,5,Total Interest Paid Ret.,68078,4324,17678,28705,15948,1030,AL,01
501,5,Total Interest Paid Amt.,525545111,27182363,108640395,212846784,152020352,20331279,AL,01
502,5,Contribution Ret.,76135,6438,20307,30407,17582,1390,AL,01
503,5,Contribution Amt.,537842372,18785348,86036535,186194535,164454570,82283917,AL,01
504,5,Prem. Tax Credit Ret.,12202,8909,2700,74,0,0,AL,01
505,5,Prem. Tax Credit Ret.,43349966,31236505,9282198,165601,0,0,AL,01
506,5,Adv. Prem. Tax Credit Ret.,13336,9058,3310,406,23,0,AL,01
507,5,Adv. Prem. Tax Credit Amt.,46311515,30901813,11646989,1201868,65352,0,AL,01
508,5,F 8888 - Refund Alloc. Ret.,44,0,0,0,0,0,AL,01
509,5,F 8888 - Refund Alloc. Amt.,26200,0,0,0,0,0,AL,01
510,6,Return Count,301434,110388,94445,61795,27272,3829,AL,01
511,6,Form 1040EZ,30796,22777,7114,853,0,0,AL,01
512,6,Form 1040A,50960,27195,19106,4150,0,0,AL,01
513,6,Form 1040,219341,60251,68150,56769,27249,3828,AL,01
514,6,Joint Returns,131078,16539,36478,48766,24516,3445,AL,01
515,6,Single Returns,122362,70061,38738,9175,2008,291,AL,01
516,6,Paid Preparer Returns,166668,58128,50880,34284,17430,3408,AL,01
517,6,Returns with Exemptions,275352,89956,94203,61757,26047,0,AL,01
518,6,Total Exemption Amt.,2391643950,640627950,777972000,659132000,291072000,0,AL,01
519,6,Wages Ret.,251146,85810,81655,55003,24567,3256,AL,01
520,6,Wages Amt.,16284505566,1245752837,3718429532,4978973118,4420774587,1887814630,AL,01
521,6,Taxable Interest Ret.,91573,15898,23584,28356,18927,3577,AL,01
522,6,Taxable Interest Amt.,186077243,12704399,20648839,29729972,44790703,68161413,AL,01
523,6,Tax Exempt Interest Ret.,12075,1253,2125,3158,3785,1533,AL,01
524,6,Tax Exempt Interest Amt.,139009630,5073739,16570677,19617945,42705810,50416847,AL,01
525,6,Taxable Dividends Ret.,60782,10384,13589,17635,14949,3200,AL,01
526,6,Taxable Dividend Amt.,571858979,22213233,49232894,92267238,168499648,226228878,AL,01
527,6,State Refund Ret.,70475,2980,18840,29199,17002,2278,AL,01
528,6,State Refund Amt.,91143350,1396002,11601717,25189238,28964548,23341314,AL,01
529,6,Schedule C Prof./Loss Ret.,52555,17927,13722,11748,6680,1151,AL,01
530,6,Schedule C Prof./Loss Amt.,756370903,100948518,99542617,148622303,273035124,149181135,AL,01
531,6,Capital Gain/Loss Ret.,51508,8385,10691,14423,13517,3237,AL,01
532,6,Capital Gain/Loss Amt.,1602616481,10509014,28699838,78637682,232610539,1216957358,AL,01
533,6,Taxable IRA Dist. Ret.,32993,7595,9622,9706,5053,670,AL,01
534,6,Taxable IRA Dist. Amt.,669563416,53692142,124394662,223201350,223511834,38467723,AL,01
535,6,Taxable Pension Ret.,60003,15117,19861,16915,7008,687,AL,01
536,6,Taxable Pension Amt.,1423052349,155034301,401124109,510203855,309586680,42893210,AL,01
537,6,Farm Prof./Loss Ret.,2984,538,862,851,437,129,AL,01
538,6,Farm Prof./Loss Amt.,-31553074,-3106926,-6385337,-7484460,-6841513,-4776332,AL,01
539,6,Unemployment Comp. Ret.,6504,2411,2229,1524,312,0,AL,01
540,6,Unemployment Comp. Amt.,20637251,7580433,7259452,4692955,1016537,0,AL,01
541,6,Tax. Soc. Sec. Ret.,46348,8153,18347,13853,5302,676,AL,01
542,6,Tax. Soc. Sec. Amt.,710248436,21481461,218756175,309106843,140727781,19939465,AL,01
543,6,Student Interest Ded. Ret.,25503,4189,11534,9131,539,0,AL,01
544,6,Student Interest Ded. Amt.,27911766,3975759,13059198,10600336,125299,0,AL,01
545,6,S.E. Health Ded. Ret.,10309,1936,2145,2128,2665,1141,AL,01
546,6,S.E. Health Ded. Amt.,81141494,7308061,12445779,15895982,29241222,14457717,AL,01
547,6,Keogh Pay. Ret.,2476,48,176,396,1279,561,AL,01
548,6,Keogh Pay. Amt.,63251583,423407,1445928,4954386,33051902,23070988,AL,01
549,6,Alimony Paid Ret.,1425,448,682,232,55,0,AL,01
550,6,Alimony Paid Amt.,31355595,4429004,12865524,9481828,4461639,0,AL,01
551,6,Adjustments Ret.,80648,20620,24907,21899,9988,2351,AL,01
552,6,Adjustments Amt.,377676209,31229575,56187020,70643842,111420746,103393542,AL,01
553,6,Total Itemized Ded. Ret.,111931,9801,31935,40268,25238,3716,AL,01
554,6,Total Itemized Ded. Amt.,3048696310,154175783,526422359,859803856,882665258,594426626,AL,01
555,6,Child Tax Credit Ret.,50794,5369,24764,20157,458,0,AL,01
556,6,Child Tax Credit Amt.,64273774,2374133,30953552,30576300,347350,0,AL,01
557,6,Child Care Cred. Ret.,18063,1699,6149,6965,3047,166,AL,01
558,6,Child Care Cred. Amt.,9989776,766734,3449614,3998296,1664135,88544,AL,01
559,6,Ed Credit Ret.,22022,4991,8934,6900,1118,0,AL,01
560,6,Ed. Credit Amt.,25523884,3335575,10980708,9907821,1270272,0,AL,01
561,6,For. Tax Credit Ret.,16727,694,2892,4956,5854,2037,AL,01
562,6,For. Tax Credit Amt.,11337240,29343,224756,645429,3175132,7249268,AL,01
563,6,Gen. Bus. Cred. Ret.,974,0,85,166,351,359,AL,01
564,6,Gen. Bus. Cred. Amt.,19356106,0,104696,418815,1110695,17685297,AL,01
565,6,Total Stat. Credit Ret.,101219,18092,39456,30424,10845,2374,AL,01
566,6,Total Stat. Credit Amt.,139409632,7845309,48974590,47665379,8893215,26014360,AL,01
567,6,S.E. Tax  Ret.,41029,14270,9366,8882,6387,1636,AL,01
568,6,S.E. Tax  Amt.,143185539,20768699,23755603,29997787,44084961,23056727,AL,01
569,6,Add. Tax Retir. Plan,12303,1914,4272,4169,1793,109,AL,01
570,6,Tax Retir. Plan Amt.,14444321,611768,2948045,5342401,4975851,507556,AL,01
571,6,Hlth. 12 mnth. Cvg. Count,251230,73114,85568,59467,26558,3737,AL,01
572,6,Hlth. Shrd. Resp. Pay. Ret.,8590,4266,3736,474,99,10,AL,01
573,6,Hlth. Shrd. Resp. Pay. Amt.,3949273,1309444,1880741,496597,208704,38529,AL,01
574,6,Income Tax Ret.,238475,53217,92491,61551,27238,3825,AL,01
575,6,Income Tax Amt.,3693535663,44337557,368497980,730191032,1119640657,1430611293,AL,01
576,6,Total Tax Ret.,234700,56342,85215,61369,27250,3829,AL,01
577,6,Total Tax Amt.,3786124199,59539246,349129291,719496624,1173044710,1482941385,AL,01
578,6,Withholding Ret.,268234,88792,89831,59651,25661,3309,AL,01
579,6,Withholding Amt.,2762579986,106218643,450008501,732145478,886630067,583301049,AL,01
580,6,Alt. Min. Ret.,8099,0,42,394,6576,1059,AL,01
581,6,Alt. Min. Tax Amt.,43114222,0,97824,799715,24458123,17443009,AL,01
582,6,Est. Tax Pay. Ret.,22373,2199,4802,6268,6533,2342,AL,01
583,6,Est. Tax Pay. Amt.,961446521,5622154,23711905,57493543,216791579,651304669,AL,01
584,6,EITC Ret.,48197,36584,11293,0,0,0,AL,01
585,6,EITC Amt.,121609607,103635800,17643625,0,0,0,AL,01
586,6,Total Payments Ret.,286405,100033,92575,61184,27058,3796,AL,01
587,6,Total Payments Amt.,4271959446,306930335,514830744,801472497,1135398942,1500743009,AL,01
588,6,Refund Ret.,226830,92942,75375,41722,13400,1818,AL,01
589,6,Refund Amt.,-848359235,-207018207,-200597312,-149084378,-106627819,-173585553,AL,01
590,6,Balance Due Ret.,66220,11315,18701,19971,13810,1998,AL,01
591,6,Balance Due Amt.,416651645,9757667,35382780,68229157,145491276,156942842,AL,01
592,6,Med./Dent. Exp. Ret.,24866,6950,10543,5656,941,0,AL,01
593,6,Med./Dent. Exp. Amt.,216914065,59150723,80681343,51509013,16581634,0,AL,01
594,6,State and Loc. Tax Ret.,111946,9807,31939,40269,25238,3716,AL,01
595,6,State and Loc. Tax Amt.,692209485,15061202,67868037,170133522,237043775,197427169,AL,01
596,6,Real Estate Tax Ret.,95818,5283,24819,37109,24282,3625,AL,01
597,6,Real Estate Tax Amt.,217818830,7120892,31225450,63622423,79658927,32994552,AL,01
598,6,Taxes Paid Ret.,111457,9523,31829,40249,25233,3715,AL,01
599,6,Taxes Paid Amt.,951087783,24146547,108157501,247552905,329205016,233829740,AL,01
600,6,Interest Paid Ret.,85804,4891,22775,33995,21001,2531,AL,01
601,6,Interest Paid Amt.,694737473,28099669,136045637,255773354,223055376,44766203,AL,01
602,6,Total Interest Paid Ret.,88565,5122,23457,34733,21662,2923,AL,01
603,6,Total Interest Paid Amt.,754696778,31171340,150764620,268396226,232140870,62643987,AL,01
604,6,Contribution Ret.,99476,7692,27203,36917,24010,3642,AL,01
605,6,Contribution Amt.,959006653,22152069,108632850,208808296,251689057,367676304,AL,01
606,6,Prem. Tax Credit Ret.,10276,7032,2620,96,0,0,AL,01
607,6,Prem. Tax Credit Ret.,36716041,24636706,9046574,245576,0,0,AL,01
608,6,Adv. Prem. Tax Credit Ret.,11580,7164,3330,483,53,0,AL,01
609,6,Adv. Prem. Tax Credit Amt.,40102195,24229412,11603722,1505365,161677,0,AL,01
610,6,F 8888 - Refund Alloc. Ret.,34,0,11,0,0,0,AL,01
611,6,F 8888 - Refund Alloc. Amt.,18450,0,7500,0,0,0,AL,01
612,7,Return Count,266898,155023,76830,25956,5861,580,AL,01
613,7,Form 1040EZ,25890,20404,5010,444,0,0,AL,01
614,7,Form 1040A,68014,48396,16949,1539,0,0,AL,01
615,7,Form 1040,172398,85816,54798,23421,5855,576,AL,01
616,7,Joint Returns,56342,11855,19674,18754,4932,433,AL,01
617,7,Single Returns,114871,77451,30271,4588,717,114,AL,01
618,7,Paid Preparer Returns,155592,90693,42732,15867,4178,544,AL,01
619,7,Returns with Exemptions,253884,142953,76730,25952,5691,0,AL,01
620,7,Total Exemption Amt.,2095160120,1142020000,621620000,258272000,58268120,0,AL,01
621,7,Wages Ret.,231737,133711,68547,23268,5202,461,AL,01
622,7,Wages Amt.,9061187530,2087030258,2974837003,2011895531,825073101,1148149289,AL,01
623,7,Taxable Interest Ret.,41591,10902,14271,11416,3884,537,AL,01
624,7,Taxable Interest Amt.,63673549,6728168,9926656,11003556,10413223,24198934,AL,01
625,7,Tax Exempt Interest Ret.,3066,474,745,888,662,235,AL,01
626,7,Tax Exempt Interest Amt.,26685184,1294698,3451720,4886799,6917989,9099344,AL,01
627,7,Taxable Dividends Ret.,19675,4528,6054,5682,2595,456,AL,01
628,7,Taxable Dividend Amt.,130244390,7839900,15408042,23802355,30488890,50620844,AL,01
